Loyalty Number,Year,Month,Total Flights,Distance,Points Accumulated,Points Redeemed,Dollar Cost Points Redeemed
117915,2018,6,12,23928,35892,0,0
117915,2018,10,8,8312,12468,0,0
117915,2018,4,3,3600,5400,0,0
117915,2018,11,2,3420,5130,0,0
117915,2018,2,0,0,0,0,0
117915,2018,3,0,0,0,0,0
117915,2018,9,0,0,0,0,0
117915,2018,12,0,0,0,0,0
118418,2018,7,24,41880,62820,0,0
118418,2018,6,20,22840,34260,0,0
118418,2018,12,15,11445,17167.5,0,0
118418,2018,8,12,17100,25650,0,0
118418,2018,9,4,3504,5256,0,0
118418,2018,4,3,5796,8694,0,0
118418,2018,2,1,927,1390.5,355,64
118418,2018,3,0,0,0,0,0
118418,2018,5,0,0,0,0,0
118418,2018,10,0,0,0,0,0
118418,2018,11,0,0,0,0,0
119198,2018,6,20,15260,22890,0,0
119198,2018,9,6,8496,12744,0,0
119198,2018,10,6,9438,14157,0,0
119198,2018,8,4,5304,7956,0,0
119198,2018,12,3,2541,3811.5,0,0
119198,2018,11,2,1808,2712,0,0
119198,2018,2,0,0,0,0,0
119198,2018,3,0,0,0,0,0
119198,2018,4,0,0,0,0,0
119198,2018,5,0,0,0,0,0
119198,2018,7,0,0,0,0,0
119634,2018,8,16,27680,41520,0,0
119634,2018,6,12,20748,31122,0,0
119634,2018,9,10,10480,15720,0,0
119634,2018,5,8,19136,28704,0,0
119634,2018,11,6,11694,17541,0,0
119634,2018,4,3,2733,4099.5,0,0
119634,2018,3,3,7332,10998,0,0
119634,2018,2,2,3846,5769,0,0
119634,2018,7,0,0,0,0,0
119634,2018,10,0,0,0,0,0
119634,2018,12,0,0,0,0,0
119638,2018,8,20,14380,21570,0,0
119638,2018,6,16,18640,27960,0,0
119638,2018,7,16,32560,48840,0,0
119638,2018,3,1,1616,2424,0,0
119638,2018,2,0,0,0,0,0
119638,2018,4,0,0,0,0,0
119638,2018,5,0,0,0,0,0
119638,2018,9,0,0,0,0,0
119638,2018,10,0,0,0,0,0
119638,2018,11,0,0,0,0,0
119638,2018,12,0,0,0,0,0
121351,2018,5,8,11400,17100,0,0
121351,2018,2,2,1644,2466,0,0
121351,2018,3,1,1627,2440.5,0,0
121351,2018,4,0,0,0,0,0
121351,2018,6,0,0,0,0,0
121351,2018,7,0,0,0,0,0
121351,2018,8,0,0,0,0,0
121351,2018,9,0,0,0,0,0
121351,2018,10,0,0,0,0,0
121351,2018,11,0,0,0,0,0
121351,2018,12,0,0,0,0,0
122519,2018,8,16,39520,59280,0,0
122519,2018,5,12,25128,37692,0,0
122519,2018,10,8,16816,25224,0,0
122519,2018,3,2,4284,6426,0,0
122519,2018,9,2,4118,6177,0,0
122519,2018,4,1,1826,2739,0,0
122519,2018,2,0,0,0,0,0
122519,2018,6,0,0,0,0,0
122519,2018,7,0,0,0,0,0
122519,2018,12,0,0,0,733,132
122519,2018,11,0,0,0,0,0
122797,2018,8,20,15460,23190,0,0
122797,2018,5,12,26148,39222,0,0
122797,2018,6,12,22092,33138,0,0
122797,2018,9,6,9612,14418,0,0
122797,2018,7,4,9152,13728,0,0
122797,2018,11,4,9500,14250,0,0
122797,2018,2,0,0,0,0,0
122797,2018,3,0,0,0,0,0
122797,2018,4,0,0,0,0,0
122797,2018,10,0,0,0,0,0
122797,2018,12,0,0,0,0,0
124351,2018,2,0,0,0,0,0
124351,2018,3,0,0,0,0,0
124351,2018,4,0,0,0,0,0
124351,2018,5,0,0,0,0,0
124351,2018,6,0,0,0,0,0
124351,2018,7,0,0,0,0,0
124351,2018,8,0,0,0,0,0
124351,2018,9,0,0,0,0,0
124351,2018,10,0,0,0,0,0
124351,2018,11,0,0,0,0,0
124351,2018,12,0,0,0,0,0
125068,2018,6,20,20660,30990,0,0
125068,2018,7,16,22016,33024,0,0
125068,2018,12,15,21240,31860,433,78
125068,2018,11,8,19480,29220,0,0
125068,2018,9,6,6960,10440,0,0
125068,2018,10,2,4046,6069,0,0
125068,2018,2,0,0,0,0,0
125068,2018,3,0,0,0,0,0
125068,2018,4,0,0,0,0,0
125068,2018,5,0,0,0,0,0
125068,2018,8,0,0,0,0,0
129409,2018,5,20,44900,67350,0,0
129409,2018,7,20,25000,37500,0,0
129409,2018,12,9,8253,12379.5,0,0
129409,2018,3,3,4377,6565.5,0,0
129409,2018,4,1,1842,2763,0,0
129409,2018,2,0,0,0,0,0
129409,2018,6,0,0,0,0,0
129409,2018,8,0,0,0,0,0
129409,2018,9,0,0,0,0,0
129409,2018,10,0,0,0,0,0
129409,2018,11,0,0,0,0,0
129533,2018,2,0,0,0,0,0
129533,2018,3,0,0,0,0,0
129533,2018,4,0,0,0,0,0
129533,2018,5,0,0,0,0,0
129533,2018,6,0,0,0,0,0
129533,2018,7,0,0,0,0,0
129533,2018,8,0,0,0,0,0
129533,2018,9,0,0,0,0,0
129533,2018,10,0,0,0,0,0
129533,2018,11,0,0,0,0,0
129533,2018,12,0,0,0,0,0
130032,2018,8,8,16128,24192,0,0
130032,2018,7,4,5492,8238,0,0
130032,2018,9,2,1340,2010,0,0
130032,2018,11,2,1828,2742,0,0
130032,2018,4,1,1898,2847,0,0
130032,2018,2,0,0,0,0,0
130032,2018,3,0,0,0,0,0
130032,2018,5,0,0,0,0,0
130032,2018,6,0,0,0,0,0
130032,2018,10,0,0,0,0,0
130032,2018,12,0,0,0,0,0
130446,2018,6,20,44420,66630,0,0
130446,2018,8,8,6104,9156,0,0
130446,2018,9,6,6432,9648,0,0
130446,2018,10,2,4514,6771,392,71
130446,2018,11,2,2234,3351,0,0
130446,2018,3,0,0,0,0,0
130446,2018,2,0,0,0,0,0
130446,2018,4,0,0,0,0,0
130446,2018,5,0,0,0,0,0
130446,2018,7,0,0,0,0,0
130446,2018,12,0,0,0,0,0
130497,2018,8,16,31056,46584,0,0
130497,2018,12,15,36345,54517.5,0,0
130497,2018,10,6,4764,7146,0,0
130497,2018,11,6,14424,21636,0,0
130497,2018,7,4,3244,4866,0,0
130497,2018,2,3,3615,5422.5,0,0
130497,2018,9,2,4462,6693,0,0
130497,2018,4,1,2000,3000,0,0
130497,2018,3,0,0,0,0,0
130497,2018,5,0,0,0,0,0
130497,2018,6,0,0,0,0,0
132563,2018,2,0,0,0,0,0
132563,2018,3,0,0,0,0,0
132563,2018,4,0,0,0,0,0
132563,2018,5,0,0,0,0,0
132563,2018,6,0,0,0,0,0
132563,2018,7,0,0,0,0,0
132563,2018,8,0,0,0,0,0
132563,2018,9,0,0,0,0,0
132563,2018,10,0,0,0,0,0
132563,2018,11,0,0,0,0,0
132563,2018,12,0,0,0,0,0
133128,2018,7,16,15408,23112,0,0
133128,2018,6,8,17752,26628,0,0
133128,2018,8,8,17160,25740,0,0
133128,2018,9,6,10212,15318,0,0
133128,2018,11,6,13452,20178,0,0
133128,2018,12,6,4188,6282,0,0
133128,2018,3,3,5721,8581.5,372,67
133128,2018,2,0,0,0,0,0
133128,2018,4,0,0,0,0,0
133128,2018,5,0,0,0,0,0
133128,2018,10,0,0,0,0,0
133324,2018,7,24,55512,83268,0,0
133324,2018,5,16,24256,36384,0,0
133324,2018,12,15,27225,40837.5,0,0
133324,2018,6,12,6540,9810,0,0
133324,2018,8,8,9512,14268,0,0
133324,2018,9,8,13648,20472,0,0
133324,2018,3,4,5700,8550,0,0
133324,2018,4,4,9504,14256,400,72
133324,2018,10,2,3980,5970,492,89
133324,2018,2,0,0,0,0,0
133324,2018,11,0,0,0,0,0
133956,2018,5,16,15712,23568,0,0
133956,2018,7,16,16448,24672,0,0
133956,2018,6,12,14748,22122,0,0
133956,2018,12,9,19431,29146.5,0,0
133956,2018,10,8,17088,25632,0,0
133956,2018,3,3,6048,9072,0,0
133956,2018,2,2,3714,5571,0,0
133956,2018,4,0,0,0,0,0
133956,2018,8,0,0,0,0,0
133956,2018,9,0,0,0,0,0
133956,2018,11,0,0,0,0,0
134717,2018,8,8,16264,24396,705,127
134717,2018,11,6,8724,13086,0,0
134717,2018,5,4,5648,8472,0,0
134717,2018,7,4,4012,6018,0,0
134717,2018,4,1,1236,1854,0,0
134717,2018,2,0,0,0,0,0
134717,2018,3,0,0,0,0,0
134717,2018,6,0,0,0,0,0
134717,2018,9,0,0,0,0,0
134717,2018,10,0,0,0,0,0
134717,2018,12,0,0,0,0,0
135134,2018,7,20,11220,16830,860,155
135134,2018,9,10,5980,8970,0,0
135134,2018,8,8,14080,21120,0,0
135134,2018,4,4,4876,7314,0,0
135134,2018,5,4,3252,4878,0,0
135134,2018,6,4,2700,4050,0,0
135134,2018,11,4,8240,12360,0,0
135134,2018,3,2,1934,2901,0,0
135134,2018,2,0,0,0,0,0
135134,2018,10,0,0,0,0,0
135134,2018,12,0,0,0,0,0
135257,2018,12,9,15561,23341.5,0,0
135257,2018,5,8,19016,28524,0,0
135257,2018,4,4,9868,14802,0,0
135257,2018,6,4,2352,3528,0,0
135257,2018,8,4,6900,10350,0,0
135257,2018,11,4,5608,8412,0,0
135257,2018,2,0,0,0,0,0
135257,2018,3,0,0,0,0,0
135257,2018,7,0,0,0,0,0
135257,2018,9,0,0,0,0,0
135257,2018,10,0,0,0,0,0
136473,2018,7,16,37328,55992,0,0
136473,2018,8,16,11808,17712,0,0
136473,2018,9,6,13020,19530,0,0
136473,2018,11,6,5532,8298,556,100
136473,2018,2,3,2358,3537,0,0
136473,2018,3,1,553,829.5,0,0
136473,2018,4,0,0,0,0,0
136473,2018,5,0,0,0,0,0
136473,2018,6,0,0,0,0,0
136473,2018,10,0,0,0,0,0
136473,2018,12,0,0,0,0,0
137161,2018,7,24,31824,47736,0,0
137161,2018,6,8,15624,23436,0,0
137161,2018,9,8,18224,27336,0,0
137161,2018,11,6,5160,7740,0,0
137161,2018,12,6,10632,15948,0,0
137161,2018,10,4,3040,4560,0,0
137161,2018,2,2,1482,2223,0,0
137161,2018,3,0,0,0,0,0
137161,2018,4,0,0,0,0,0
137161,2018,5,0,0,0,0,0
137161,2018,8,0,0,0,0,0
137852,2018,5,12,7380,11070,0,0
137852,2018,6,12,15528,23292,0,0
137852,2018,8,12,18756,28134,0,0
137852,2018,7,4,3700,5550,0,0
137852,2018,10,4,2948,4422,0,0
137852,2018,4,3,2643,3964.5,485,87
137852,2018,12,3,6528,9792,0,0
137852,2018,11,2,2066,3099,0,0
137852,2018,2,0,0,0,0,0
137852,2018,3,0,0,0,0,0
137852,2018,9,0,0,0,0,0
139023,2018,8,16,13264,19896,0,0
139023,2018,5,12,7884,11826,0,0
139023,2018,10,8,18592,27888,419,75
139023,2018,9,8,16312,24468,0,0
139023,2018,6,4,4256,6384,0,0
139023,2018,11,4,6168,9252,0,0
139023,2018,4,2,4094,6141,0,0
139023,2018,2,0,0,0,0,0
139023,2018,3,0,0,0,0,0
139023,2018,7,0,0,0,0,0
139023,2018,12,0,0,0,0,0
140077,2018,6,24,55776,83664,0,0
140077,2018,7,12,23772,35658,0,0
140077,2018,8,12,8172,12258,0,0
140077,2018,11,6,3408,5112,0,0
140077,2018,12,6,6240,9360,0,0
140077,2018,5,4,4700,7050,0,0
140077,2018,4,1,1548,2322,0,0
140077,2018,10,0,0,0,468,84
140077,2018,2,0,0,0,0,0
140077,2018,3,0,0,0,0,0
140077,2018,9,0,0,0,0,0
141497,2018,7,12,19848,29772,0,0
141497,2018,4,4,8756,13134,0,0
141497,2018,6,4,4804,7206,0,0
141497,2018,9,2,4368,6552,0,0
141497,2018,2,0,0,0,0,0
141497,2018,3,0,0,0,0,0
141497,2018,5,0,0,0,0,0
141497,2018,8,0,0,0,0,0
141497,2018,10,0,0,0,0,0
141497,2018,11,0,0,0,0,0
141497,2018,12,0,0,0,0,0
142290,2018,6,24,25752,38628,0,0
142290,2018,7,12,9336,14004,0,0
142290,2018,12,9,16803,25204.5,0,0
142290,2018,3,4,9368,14052,0,0
142290,2018,9,4,6168,9252,0,0
142290,2018,2,2,2896,4344,0,0
142290,2018,4,0,0,0,0,0
142290,2018,5,0,0,0,0,0
142290,2018,8,0,0,0,0,0
142290,2018,10,0,0,0,0,0
142290,2018,11,0,0,0,0,0
142609,2018,6,16,33120,49680,0,0
142609,2018,7,8,14264,21396,0,0
142609,2018,8,8,5064,7596,0,0
142609,2018,10,8,6720,10080,0,0
142609,2018,9,4,6312,9468,0,0
142609,2018,2,0,0,0,0,0
142609,2018,3,0,0,0,0,0
142609,2018,4,0,0,0,0,0
142609,2018,5,0,0,0,0,0
142609,2018,11,0,0,0,0,0
142609,2018,12,0,0,0,0,0
142621,2018,7,24,22296,33444,825,149
142621,2018,12,9,10998,16497,0,0
142621,2018,9,8,8680,13020,354,64
142621,2018,3,4,9928,14892,0,0
142621,2018,11,4,6564,9846,0,0
142621,2018,4,1,865,1297.5,0,0
142621,2018,2,1,850,1275,0,0
142621,2018,5,0,0,0,0,0
142621,2018,6,0,0,0,0,0
142621,2018,8,0,0,0,0,0
142621,2018,10,0,0,0,0,0
142726,2018,6,20,44820,67230,0,0
142726,2018,7,16,25008,37512,0,0
142726,2018,5,8,19504,29256,0,0
142726,2018,10,6,9876,14814,0,0
142726,2018,8,4,7876,11814,0,0
142726,2018,11,2,2180,3270,346,62
142726,2018,2,0,0,0,0,0
142726,2018,3,0,0,0,0,0
142726,2018,4,0,0,0,0,0
142726,2018,9,0,0,0,0,0
142726,2018,12,0,0,0,0,0
145449,2018,10,6,9312,13968,0,0
145449,2018,9,4,7612,11418,0,0
145449,2018,2,0,0,0,0,0
145449,2018,3,0,0,0,0,0
145449,2018,4,0,0,0,0,0
145449,2018,5,0,0,0,0,0
145449,2018,6,0,0,0,0,0
145449,2018,7,0,0,0,0,0
145449,2018,8,0,0,0,0,0
145449,2018,11,0,0,0,0,0
145449,2018,12,0,0,0,0,0
146090,2018,5,4,2448,3672,434,78
146090,2018,9,4,2972,4458,0,0
146090,2018,2,0,0,0,0,0
146090,2018,3,0,0,0,0,0
146090,2018,4,0,0,0,0,0
146090,2018,6,0,0,0,0,0
146090,2018,7,0,0,0,0,0
146090,2018,8,0,0,0,0,0
146090,2018,10,0,0,0,0,0
146090,2018,11,0,0,0,0,0
146090,2018,12,0,0,0,0,0
146099,2018,6,24,16800,25200,0,0
146099,2018,8,16,25440,38160,0,0
146099,2018,12,15,16575,24862.5,0,0
146099,2018,5,8,19920,29880,0,0
146099,2018,11,6,11502,17253,0,0
146099,2018,7,4,2984,4476,0,0
146099,2018,9,2,1546,2319,0,0
146099,2018,2,0,0,0,0,0
146099,2018,4,0,0,0,0,0
146099,2018,3,0,0,0,0,0
146099,2018,10,0,0,0,502,90
146702,2018,12,12,23868,35802,0,0
146702,2018,6,8,17456,26184,0,0
146702,2018,8,8,14736,22104,577,104
146702,2018,11,4,6964,10446,0,0
146702,2018,4,3,4041,6061.5,0,0
146702,2018,2,0,0,0,0,0
146702,2018,3,0,0,0,0,0
146702,2018,5,0,0,0,0,0
146702,2018,7,0,0,0,0,0
146702,2018,9,0,0,0,0,0
146702,2018,10,0,0,0,0,0
148208,2018,8,12,16968,25452,0,0
148208,2018,12,12,16452,24678,0,0
148208,2018,5,4,7048,10572,0,0
148208,2018,3,1,2312,3468,0,0
148208,2018,2,1,1164,1746,0,0
148208,2018,4,1,1924,2886,0,0
148208,2018,10,0,0,0,359,65
148208,2018,6,0,0,0,0,0
148208,2018,7,0,0,0,0,0
148208,2018,9,0,0,0,0,0
148208,2018,11,0,0,0,0,0
148289,2018,8,12,8364,12546,0,0
148289,2018,12,6,8268,12402,0,0
148289,2018,6,4,4672,7008,560,101
148289,2018,3,2,2710,4065,0,0
148289,2018,4,1,1523,2284.5,0,0
148289,2018,2,0,0,0,0,0
148289,2018,5,0,0,0,0,0
148289,2018,7,0,0,0,0,0
148289,2018,9,0,0,0,0,0
148289,2018,10,0,0,0,0,0
148289,2018,11,0,0,0,0,0
148570,2018,6,16,12912,19368,0,0
148570,2018,7,8,11864,17796,0,0
148570,2018,3,5,4465,6697.5,0,0
148570,2018,5,4,5344,8016,0,0
148570,2018,2,2,1348,2022,0,0
148570,2018,4,1,1638,2457,0,0
148570,2018,8,0,0,0,0,0
148570,2018,9,0,0,0,0,0
148570,2018,10,0,0,0,0,0
148570,2018,11,0,0,0,0,0
148570,2018,12,0,0,0,0,0
148749,2018,12,12,19056,28584,0,0
148749,2018,11,4,6400,9600,0,0
148749,2018,10,2,2716,4074,0,0
148749,2018,4,1,2202,3303,0,0
148749,2018,2,0,0,0,0,0
148749,2018,3,0,0,0,0,0
148749,2018,5,0,0,0,0,0
148749,2018,6,0,0,0,0,0
148749,2018,7,0,0,0,0,0
148749,2018,8,0,0,0,0,0
148749,2018,9,0,0,0,0,0
148982,2018,8,12,18372,27558,0,0
148982,2018,6,8,14768,22152,0,0
148982,2018,10,8,18984,28476,0,0
148982,2018,2,0,0,0,0,0
148982,2018,3,0,0,0,0,0
148982,2018,4,0,0,0,0,0
148982,2018,5,0,0,0,0,0
148982,2018,7,0,0,0,0,0
148982,2018,9,0,0,0,0,0
148982,2018,11,0,0,0,0,0
148982,2018,12,0,0,0,0,0
149318,2018,6,16,31440,47160,0,0
149318,2018,7,16,9824,14736,730,131
149318,2018,8,16,27824,41736,0,0
149318,2018,12,9,21744,32616,0,0
149318,2018,5,8,17640,26460,0,0
149318,2018,4,3,7221,10831.5,0,0
149318,2018,3,2,2070,3105,433,78
149318,2018,11,2,2074,3111,357,64
149318,2018,2,0,0,0,0,0
149318,2018,9,0,0,0,0,0
149318,2018,10,0,0,0,0,0
149549,2018,6,16,36320,54480,0,0
149549,2018,5,8,13408,20112,0,0
149549,2018,7,8,7056,10584,0,0
149549,2018,9,6,12504,18756,0,0
149549,2018,10,4,8704,13056,612,110
149549,2018,4,2,4058,6087,548,99
149549,2018,3,1,886,1329,0,0
149549,2018,2,0,0,0,0,0
149549,2018,8,0,0,0,0,0
149549,2018,11,0,0,0,0,0
149549,2018,12,0,0,0,0,0
150383,2018,8,20,13660,20490,0,0
150383,2018,7,12,8244,12366,0,0
150383,2018,11,8,16704,25056,0,0
150383,2018,9,6,8982,13473,489,88
150383,2018,2,0,0,0,0,0
150383,2018,3,0,0,0,0,0
150383,2018,4,0,0,0,0,0
150383,2018,5,0,0,0,0,0
150383,2018,6,0,0,0,0,0
150383,2018,10,0,0,0,0,0
150383,2018,12,0,0,0,0,0
151030,2018,6,12,16020,24030,0,0
151030,2018,7,8,14832,22248,0,0
151030,2018,3,4,8524,12786,0,0
151030,2018,5,4,6996,10494,0,0
151030,2018,8,4,3884,5826,0,0
151030,2018,9,4,3224,4836,0,0
151030,2018,2,2,1234,1851,0,0
151030,2018,11,2,1206,1809,0,0
151030,2018,4,0,0,0,0,0
151030,2018,10,0,0,0,0,0
151030,2018,12,0,0,0,0,0
152016,2018,6,24,17712,26568,0,0
152016,2018,7,24,51696,77544,0,0
152016,2018,5,8,13024,19536,0,0
152016,2018,11,6,10860,16290,0,0
152016,2018,12,6,13056,19584,0,0
152016,2018,3,4,3324,4986,0,0
152016,2018,4,3,5868,8802,0,0
152016,2018,2,0,0,0,0,0
152016,2018,8,0,0,0,0,0
152016,2018,9,0,0,0,0,0
152016,2018,10,0,0,0,0,0
152307,2018,6,16,22992,34488,0,0
152307,2018,12,15,12330,18495,0,0
152307,2018,5,8,16352,24528,0,0
152307,2018,2,0,0,0,0,0
152307,2018,3,0,0,0,0,0
152307,2018,4,0,0,0,0,0
152307,2018,7,0,0,0,0,0
152307,2018,8,0,0,0,0,0
152307,2018,9,0,0,0,0,0
152307,2018,10,0,0,0,0,0
152307,2018,11,0,0,0,0,0
